sentence_id,book,part,chapter,pdf_page,start_pdf_page,end_pdf_page,text,mot_detecte
18,La Ballade de Pern,,,4,4,8,"L'Expédition Coloniale de Pern avait atteint le moment le plus exaltant de son voyage commencé quinze ans plus tôt : les trois vaisseaux de la colonie, le Yokohama, le Bahrain et le Buenos Aires, approchaient enfin de leur destination.",Buenos
18,La Ballade de Pern,,,4,4,8,"L'Expédition Coloniale de Pern avait atteint le moment le plus exaltant de son voyage commencé quinze ans plus tôt : les trois vaisseaux de la colonie, le Yokohama, le Bahrain et le Buenos Aires, approchaient enfin de leur destination.",Aires
19,La Ballade de Pern,,,4,4,8,"Dans les bureaux situés sous la passerelle de commandement, les spécialistes attendaient impatiemment la mise à jour des rapports de l'équipe de l'Expédition d'Exploration et d'Évaluation, qui, deux cents ans plus tôt, avait recommandé pour la colonisation la troisième planète de Rukbat.",Expédition
19,La Ballade de Pern,,,4,4,8,"Dans les bureaux situés sous la passerelle de commandement, les spécialistes attendaient impatiemment la mise à jour des rapports de l'équipe de l'Expédition d'Exploration et d'Évaluation, qui, deux cents ans plus tôt, avait recommandé pour la colonisation la troisième planète de Rukbat.",Exploration
19,La Ballade de Pern,,,4,4,8,"Dans les bureaux situés sous la passerelle de commandement, les spécialistes attendaient impatiemment la mise à jour des rapports de l'équipe de l'Expédition d'Exploration et d'Évaluation, qui, deux cents ans plus tôt, avait recommandé pour la colonisation la troisième planète de Rukbat.",Évaluation
20,La Ballade de Pern,,,4,4,8,"Le long voyage jusqu'au secteur du Sagittaire s'était passé sans encombre, dans une monotonie rompue une seule fois par l'émotion due à la découverte du nuage d'Oort entourant le système de Rukbat.",Sagittaire
21,La Ballade de Pern,,,4,4,8,"Ce phénomène avait continué à passionner les scientifiques et les techniciens, mais Paul Benden s'en était désintéressé quand Ezra Keroon, capitaine du Bahrain et astronome de l'expédition, lui eut assuré que ce n'était rien de plus qu'une curiosité astronomique.",Bahrain
23,La Ballade de Pern,,,4,4,8,"Après tout, l'équipe d'Exploration et d'Évaluation n'avait signalé aucun indice d'activité météorique préoccupante à la surface de Pern.",Exploration
23,La Ballade de Pern,,,4,4,8,"Après tout, l'équipe d'Exploration et d'Évaluation n'avait signalé aucun indice d'activité météorique préoccupante à la surface de Pern.",Évaluation
43,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Il lui sourit, sachant qu'il avait été aussi difficile pour elle que pour lui de repousser les avances des technocrates gênés de perdre deux héros aussi charismatiques : l'amiral, vainqueur de la bataille spatiale de Cygnus, et l'héroïque gouverneur de Centauri Un.",Cygnus
43,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Il lui sourit, sachant qu'il avait été aussi difficile pour elle que pour lui de repousser les avances des technocrates gênés de perdre deux héros aussi charismatiques : l'amiral, vainqueur de la bataille spatiale de Cygnus, et l'héroïque gouverneur de Centauri Un.",Centauri
43,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Il lui sourit, sachant qu'il avait été aussi difficile pour elle que pour lui de repousser les avances des technocrates gênés de perdre deux héros aussi charismatiques : l'amiral, vainqueur de la bataille spatiale de Cygnus, et l'héroïque gouverneur de Centauri Un.",Un
57,La Ballade de Pern,Première partie,Chapter 1,9,9,11,du Yokohama,Yokohama
61,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily Boll avait été réveillée peu avant les autres spécialistes de l'environnement, qui avaient passé leur temps à critiquer la superficialité des rapports de l'Expédition d'Exploration et d'Évaluation.",Expédition
61,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily Boll avait été réveillée peu avant les autres spécialistes de l'environnement, qui avaient passé leur temps à critiquer la superficialité des rapports de l'Expédition d'Exploration et d'Évaluation.",Exploration
61,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily Boll avait été réveillée peu avant les autres spécialistes de l'environnement, qui avaient passé leur temps à critiquer la superficialité des rapports de l'Expédition d'Exploration et d'Évaluation.",Évaluation
67,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily se rappelait sa maigreur décharnée à la cérémonie officielle commémorant sa brillante victoire de Cygnus, où lui et la Flotte du secteur Pourpre avaient renversé l'issue de la guerre contre les Nathis.",Cygnus
67,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily se rappelait sa maigreur décharnée à la cérémonie officielle commémorant sa brillante victoire de Cygnus, où lui et la Flotte du secteur Pourpre avaient renversé l'issue de la guerre contre les Nathis.",Flotte
67,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily se rappelait sa maigreur décharnée à la cérémonie officielle commémorant sa brillante victoire de Cygnus, où lui et la Flotte du secteur Pourpre avaient renversé l'issue de la guerre contre les Nathis.",Pourpre
67,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily se rappelait sa maigreur décharnée à la cérémonie officielle commémorant sa brillante victoire de Cygnus, où lui et la Flotte du secteur Pourpre avaient renversé l'issue de la guerre contre les Nathis.",Nathis
70,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Elle avait fait elle-même quelque chose d'approchant au plus fort de l'attaque des Nathis contre sa planète.,Nathis
74,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Quatorze ans de sommeil semblaient l'avoir guérie de sa terrible fatigue, conséquence obligée de sa défense de Centauri Un.",Centauri
74,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Quatorze ans de sommeil semblaient l'avoir guérie de sa terrible fatigue, conséquence obligée de sa défense de Centauri Un.",Un
102,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Paul lui avait dit que la femme, les enfants et toute la famille d'Ongola avaient été vaporisés quand les Nathis avaient attaqué leur colonie de service ;",Nathis
126,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"une plus grande variété de plantes, dont certaines comestibles pour l'homme, de bonnes terres arables, des mouillages sûrs pour les solides bateaux de pêche en siliplex transportés en pièces détachées dans les cales du Buenos Aires et du Bahrain.",Buenos
126,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"une plus grande variété de plantes, dont certaines comestibles pour l'homme, de bonnes terres arables, des mouillages sûrs pour les solides bateaux de pêche en siliplex transportés en pièces détachées dans les cales du Buenos Aires et du Bahrain.",Aires
126,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"une plus grande variété de plantes, dont certaines comestibles pour l'homme, de bonnes terres arables, des mouillages sûrs pour les solides bateaux de pêche en siliplex transportés en pièces détachées dans les cales du Buenos Aires et du Bahrain.",Bahrain
129,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Les caissons congélateurs du Bahrain contenaient vingt-cinq dauphins, qui s'étaient portés volontaires pour le voyage.",Bahrain
132,La Ballade de Pern,Première partie,Chapter 1,13,13,13,L'une des premières tâches des agronomes serait de semer des plantes fourragères pour les différents herbivores et ruminants amenés de la Terre sous forme d'ovules congelés pris dans les Banques de Reproduction Animale de Terra.,Banques
132,La Ballade de Pern,Première partie,Chapter 1,13,13,13,L'une des premières tâches des agronomes serait de semer des plantes fourragères pour les différents herbivores et ruminants amenés de la Terre sous forme d'ovules congelés pris dans les Banques de Reproduction Animale de Terra.,Reproduction
132,La Ballade de Pern,Première partie,Chapter 1,13,13,13,L'une des premières tâches des agronomes serait de semer des plantes fourragères pour les différents herbivores et ruminants amenés de la Terre sous forme d'ovules congelés pris dans les Banques de Reproduction Animale de Terra.,Animale
132,La Ballade de Pern,Première partie,Chapter 1,13,13,13,L'une des premières tâches des agronomes serait de semer des plantes fourragères pour les différents herbivores et ruminants amenés de la Terre sous forme d'ovules congelés pris dans les Banques de Reproduction Animale de Terra.,Terra
133,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Afin d'assurer l'adaptabilité des animaux terriens sur Pern, les colons avaient difficilement obtenu l'autorisation d'utiliser certaines techniques biogénétiques des Eridanis – essentiellement la communication mentale, la réduction des gènes et les améliorations chromosomiques.",Eridanis
134,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Bien que Pern se trouvât dans un secteur isolé de la galaxie, les Planètes Intelligentes Fédérées voulaient éviter de nouveaux désastres biologiques, tels que ceux qui avaient provoqué la formation du groupe pour la Défense d'une Lignée Humaine Pure.",Défense
134,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Bien que Pern se trouvât dans un secteur isolé de la galaxie, les Planètes Intelligentes Fédérées voulaient éviter de nouveaux désastres biologiques, tels que ceux qui avaient provoqué la formation du groupe pour la Défense d'une Lignée Humaine Pure.",Lignée
134,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Bien que Pern se trouvât dans un secteur isolé de la galaxie, les Planètes Intelligentes Fédérées voulaient éviter de nouveaux désastres biologiques, tels que ceux qui avaient provoqué la formation du groupe pour la Défense d'une Lignée Humaine Pure.",Humaine
134,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Bien que Pern se trouvât dans un secteur isolé de la galaxie, les Planètes Intelligentes Fédérées voulaient éviter de nouveaux désastres biologiques, tels que ceux qui avaient provoqué la formation du groupe pour la Défense d'une Lignée Humaine Pure.",Pure
261,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Elle regarda chacun en souriant, et poursuivit : — Tous les éléments importants sont là : l'atmosphère, l'eau, la terre arable, les minerais, les minéraux, les bactéries, les insectes, la vie marine, et Pern convient parfaitement à la colonisation humaine.",Tous
295,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"S'asseyant à son poste de travail, Emily s'émerveilla une fois de plus de la chance qu'avait l'expédition de posséder la plus grande généticienne des Planètes Intelligentes Fédérées – le seul être humain jamais formé par les Eridanis.",Eridanis
311,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Et je serais plus tranquille si je pouvais avoir l'avis de ce génial géologue, Tarzan…",Tarzan
337,La Ballade de Pern,Première partie,Chapter 1,20,20,21,"Pour organiser le débarquement, Paul avait choisi Fulmar Stone, pilote qui avait servi avec lui pendant toute la campagne de Cygnus.",Cygnus
352,La Ballade de Pern,Première partie,Chapter 1,20,20,21,"Ezra et Jim, capitaines du Bahrain et du Buenos Aires, étaient tout aussi sûrs de leur personnel de débarquement, mais le moindre pépin pouvait provoquer d'innombrables changements de programme.",Bahrain
352,La Ballade de Pern,Première partie,Chapter 1,20,20,21,"Ezra et Jim, capitaines du Bahrain et du Buenos Aires, étaient tout aussi sûrs de leur personnel de débarquement, mais le moindre pépin pouvait provoquer d'innombrables changements de programme.",Buenos
352,La Ballade de Pern,Première partie,Chapter 1,20,20,21,"Ezra et Jim, capitaines du Bahrain et du Buenos Aires, étaient tout aussi sûrs de leur personnel de débarquement, mais le moindre pépin pouvait provoquer d'innombrables changements de programme.",Aires
390,La Ballade de Pern,Première partie,Chapter 1,23,23,23,"Pendant toute la guerre de Nathi, l'impertinence de Joël avait amusé Paul Benden en un temps où les occasions de rire étaient rares, mais son humour avait toujours fait feu de tout bois.",Nathi
418,La Ballade de Pern,Première partie,Chapter 1,23,23,23,Nous demanderons une étude à Patrice de Broglie.,Broglie
473,La Ballade de Pern,Première partie,Chapter 1,25,25,26,"Sallah Telgar, qui terminait son tour de garde, décida qu'en fait d'espace ce voyage lui suffisait pour le restant de ses jours.",Telgar
511,La Ballade de Pern,Première partie,Chapter 1,25,25,26,"Exactement… Il s'interrompit, tandis que l'image se déplaçait légèrement.",Il
545,La Ballade de Pern,Première partie,Chapter 1,27,27,28,"À seize ans, le service militaire étant obligatoire durant la guerre acharnée contre Nathi, elle avait choisi de devenir pilote, avec études supplémentaires des techniques de surveillance et d'utilisation des sondes.",Nathi
597,La Ballade de Pern,Première partie,Chapter 1,29,29,30,Sallah Telgar.,Telgar
611,La Ballade de Pern,Première partie,Chapter 1,29,29,30,Voilà trop longtemps que nous embêtons le pilote Telgar.,Telgar
612,La Ballade de Pern,Première partie,Chapter 1,29,29,30,"Tu nous as bien aidés, Telgar.",Telgar
627,La Ballade de Pern,Première partie,Chapter 1,29,29,30,Elle ébouriffa la chevelure à la Titien et ajouta : — À bientôt.,Titien
683,La Ballade de Pern,Première partie,Chapter 1,31,31,32,"— Merci, Drake, mais Kenjo m'a convoquée pour m'entraîner au simulateur dans… Elle baissa les yeux sur son poignet.",Elle
686,La Ballade de Pern,Première partie,Chapter 1,31,31,32,"Pour éviter les coursives encombrées, elle prit le puits d'urgence pour rejoindre le pont d'envol, puis, se faufilant entre toutes les caisses arrimées, elle rejoignit le canot amiral, le Mariposa.",Mariposa
737,La Ballade de Pern,Première partie,Chapter 2,33,33,37,Kenjo secoua la tête et continua : — C'est une boule de glace.,C'est
752,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Allons, Kenjo, nous ne sommes en guerre avec personne, si loin du Centre.",Centre
754,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Elle parlait avec douceur, sachant que Kenjo avait plusieurs fois frôlé la mort pendant la guerre de Nathi.",Nathi
764,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Il y avait six navettes en tout : trois dans le Yoko, deux dans le Buenos Aires et une sur le Bahrain, qui était équipé d'installations pour le transport du bétail.",Buenos
764,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Il y avait six navettes en tout : trois dans le Yoko, deux dans le Buenos Aires et une sur le Bahrain, qui était équipé d'installations pour le transport du bétail.",Aires
764,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Il y avait six navettes en tout : trois dans le Yoko, deux dans le Buenos Aires et une sur le Bahrain, qui était équipé d'installations pour le transport du bétail.",Bahrain
777,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Au même instant, le même rapport leur parvint du Buenos Aires et du Bahrain, et, l'air soulagé et jubilant, tout le monde éclata en acclamations.",Buenos
777,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Au même instant, le même rapport leur parvint du Buenos Aires et du Bahrain, et, l'air soulagé et jubilant, tout le monde éclata en acclamations.",Aires
777,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Au même instant, le même rapport leur parvint du Buenos Aires et du Bahrain, et, l'air soulagé et jubilant, tout le monde éclata en acclamations.",Bahrain
809,La Ballade de Pern,Première partie,Chapter 2,33,33,37,"Kimmer, qui devait bientôt aller prendre sa place dans une navette, alla droit au but : — Alors, où est cette fameuse preuve incontestable ?",Alors
881,La Ballade de Pern,Première partie,Chapter 2,39,39,40,"Malgré ses quinze ans d'inactivité, la navette Eujisan fonctionnait parfaitement.",Eujisan
883,La Ballade de Pern,Première partie,Chapter 2,39,39,40,"De tous temps, Kenjo avait envisagé toutes les contingences, ce qui en avait fait l'un des meilleurs pilotes de transport de la Flotte du secteur de Cygnus, bien que les rares urgences auxquelles il ait dû faire face aient toujours été impossibles à prévoir.",Flotte
883,La Ballade de Pern,Première partie,Chapter 2,39,39,40,"De tous temps, Kenjo avait envisagé toutes les contingences, ce qui en avait fait l'un des meilleurs pilotes de transport de la Flotte du secteur de Cygnus, bien que les rares urgences auxquelles il ait dû faire face aient toujours été impossibles à prévoir.",Cygnus
926,La Ballade de Pern,Première partie,Chapter 2,41,41,43,"La navette Eujisan, avec Kenjo aux commandes et l'amiral Benden et le gouverneur Boll à bord, serait la première à toucher le sol de Pern.",Eujisan
928,La Ballade de Pern,Première partie,Chapter 2,41,41,43,"Repérant un stratovolcan parfait pointant hors de l'eau, Kenjo faillit se déconcentrer : sa ressemblance avec le fameux Fuji",Fuji
1024,La Ballade de Pern,Première partie,Chapter 3,44,44,46,"Malgré tout, la gorge de Sallah se serra devant la dernière image, qui lui rappela les chasses qu'elle faisait avec ses parents dans les collines de Centauri Un.",Centauri
1024,La Ballade de Pern,Première partie,Chapter 3,44,44,46,"Malgré tout, la gorge de Sallah se serra devant la dernière image, qui lui rappela les chasses qu'elle faisait avec ses parents dans les collines de Centauri Un.",Un
1031,La Ballade de Pern,Première partie,Chapter 3,44,44,46,"Certains entonnèrent une partie d'accompagnement, et Sallah se rappela que ce chant s'appelait Là-haut sur la montagne.",Là-haut
1057,La Ballade de Pern,Première partie,Chapter 3,47,47,48,"Barr comme Sallah, huit heures après, roulait jusqu'au bout de la piste pour mettre l'Eujisan en position de décollage.",Eujisan
1069,La Ballade de Pern,Première partie,Chapter 3,47,47,48,Elle remarqua que Kenjo supervisait généralement le ravitaillement et les révisions de l'Eujisan toutes les cinquante heures.,Eujisan
1077,La Ballade de Pern,Première partie,Chapter 3,47,47,48,"Un plaisantin avait érigé des panneaux de circulation, indiquant la distance, en annéeslumière, les séparant de la Terre, de Centauri Un et des planètes natales des autres colons.",Centauri
1077,La Ballade de Pern,Première partie,Chapter 3,47,47,48,"Un plaisantin avait érigé des panneaux de circulation, indiquant la distance, en annéeslumière, les séparant de la Terre, de Centauri Un et des planètes natales des autres colons.",Un
1092,La Ballade de Pern,Première partie,Chapter 3,47,47,48,"Même dans leur ferme de Clonmel, et sous la garde vigilante de son chien Chip, il fallait qu'elle soit toujours en vue d'un adulte.",Clonmel
1092,La Ballade de Pern,Première partie,Chapter 3,47,47,48,"Même dans leur ferme de Clonmel, et sous la garde vigilante de son chien Chip, il fallait qu'elle soit toujours en vue d'un adulte.",Chip
1093,La Ballade de Pern,Première partie,Chapter 3,47,47,48,"Sur le Yokohama, non seulement on ne la surveillait pas, mais tout le vaisseau lui était ouvert, sauf la passerelle de commandement et la salle des machines.",Yokohama
1143,La Ballade de Pern,Première partie,Chapter 3,49,49,49,"Moi, je viens de Clonmel.",Clonmel
1153,La Ballade de Pern,Première partie,Chapter 3,50,50,51,C'était le meilleur de Clonmel.,Clonmel
1176,La Ballade de Pern,Première partie,Chapter 3,50,50,51,"Soudain, le haut-parleur du jardin annonça : — On appelle les passagers pour la navette du matin.",On
1177,La Ballade de Pern,Première partie,Chapter 3,50,50,51,Embarquement immédiat au pont Cinq.,Cinq
1199,La Ballade de Pern,Première partie,Chapter 3,50,50,51,"Bien sûr, la moitié des adultes pleuraient en regardant Terra pour la dernière fois, ajouta-t-elle, condescendante.",Terra
1201,La Ballade de Pern,Première partie,Chapter 3,50,50,51,Tracey Train,Train
1205,La Ballade de Pern,Première partie,Chapter 3,50,50,51,Tu n'as jamais vu Les Aventuriers de l'espace ?,Les
1205,La Ballade de Pern,Première partie,Chapter 3,50,50,51,Tu n'as jamais vu Les Aventuriers de l'espace ?,Aventuriers
1236,La Ballade de Pern,Première partie,Chapter 3,52,52,53,"Les instruments délicats suivirent, soigneusement emballés dans des cocons à l'épreuve des chocs, avec le sperme et les ovules fertilisés et congelés venant de la Terre et de Centauri Un.",Centauri
1236,La Ballade de Pern,Première partie,Chapter 3,52,52,53,"Les instruments délicats suivirent, soigneusement emballés dans des cocons à l'épreuve des chocs, avec le sperme et les ovules fertilisés et congelés venant de la Terre et de Centauri Un.",Un
1242,La Ballade de Pern,Première partie,Chapter 3,52,52,53,"S'il y avait des problèmes, Kitti Ping et sa petite-fille, Fleur du Vent, utiliseraient les techniques d'Eridani pour modifier la génération suivante en conséquence.",Vent
1403,La Ballade de Pern,Première partie,Chapter 3,56,56,57,"Vous serez dans la maison Quatorze, place de l'Asie.",Quatorze
1403,La Ballade de Pern,Première partie,Chapter 3,56,56,57,"Vous serez dans la maison Quatorze, place de l'Asie.",Asie
1406,La Ballade de Pern,Première partie,Chapter 3,56,56,57,"Maintenant, si vous voulez bien aider à décharger la navette… Elle lui tendit une feuille, montra de la main le hayon qui s'approchait en marche arrière de la cale ouverte, puis s'avança vers les Jepson qui venaient de descendre.",Elle
1433,La Ballade de Pern,Première partie,Chapter 3,56,56,57,"Je crois, ajouta-t-elle après un instant de réflexion, que je vérifierai les réservoirs pendant le prochain vol de Fusi.",Fusi
1448,La Ballade de Pern,Première partie,Chapter 3,58,58,58,"Vérifiant la distance les séparant du système le plus proche, interdit cent ans plus tôt par l'EEE, et la distance jusqu'au système habitable le plus voisin, et calculant l'autonomie et la vitesse du canot amiral, Sallah arriva à la conclusion suivante : même en utilisant le carburant au mieux, le Mariposa ne pourrait atteindre que le système inhabitable.",Mariposa
1460,La Ballade de Pern,Première partie,Chapter 4,59,59,59,"C'est un système qui a bien fonctionné sur la vieille Terre, qui a bien marché sur Centauri Un, et qui convient particulièrement bien à notre colonie pastorale.",Centauri
1460,La Ballade de Pern,Première partie,Chapter 4,59,59,59,"C'est un système qui a bien fonctionné sur la vieille Terre, qui a bien marché sur Centauri Un, et qui convient particulièrement bien à notre colonie pastorale.",Un
1468,La Ballade de Pern,Première partie,Chapter 4,60,60,60,"— La Charte leur permet de choisir les premiers, c'est vrai.",Charte
1477,La Ballade de Pern,Première partie,Chapter 4,60,60,60,"La première classe du matin se termina par des instructions sur la façon d'obtenir à l'Intendance tout ce qu'il leur fallait, depuis les bonbons, strictement rationnés, jusqu'aux bottes et aux vêtements.",Intendance
1481,La Ballade de Pern,Première partie,Chapter 4,60,60,60,Les enfants allèrent manger un déjeuner préparé dans les cuisines communautaires dressées près de la place du Feu de Joie.,Feu
1481,La Ballade de Pern,Première partie,Chapter 4,60,60,60,Les enfants allèrent manger un déjeuner préparé dans les cuisines communautaires dressées près de la place du Feu de Joie.,Joie
1507,La Ballade de Pern,Première partie,Chapter 4,61,61,61,"— Du Kansas, répliqua Chung.",Kansas
1511,La Ballade de Pern,Première partie,Chapter 4,61,61,61,Bordé par les États suivants :,États
1512,La Ballade de Pern,Première partie,Chapter 4,61,61,61,"Missouri à l'est, Oklahoma au sud, Colorado à l'ouest et Nebraska au nord, répliqua Sorka avec une assurance souveraine.",Oklahoma
1512,La Ballade de Pern,Première partie,Chapter 4,61,61,61,"Missouri à l'est, Oklahoma au sud, Colorado à l'ouest et Nebraska au nord, répliqua Sorka avec une assurance souveraine.",Colorado
1512,La Ballade de Pern,Première partie,Chapter 4,61,61,61,"Missouri à l'est, Oklahoma au sud, Colorado à l'ouest et Nebraska au nord, répliqua Sorka avec une assurance souveraine.",Nebraska
1548,La Ballade de Pern,Première partie,Chapter 4,62,62,62,"En tombant dans un trou, une fille de la place de l'Asie avait découvert une série de grottes au sud et à l'est du Terminus.",Asie
1662,La Ballade de Pern,Première partie,Chapter 4,66,66,66,— Tu peux avoir tout ce que tu veux à l'Intendance.,Intendance
1686,La Ballade de Pern,Première partie,Chapter 4,66,66,66,"Tu vas au bâtiment de l'Intendance, au Terminus.",Intendance
1689,La Ballade de Pern,Première partie,Chapter 4,66,66,66,"Ça s'appelle une réquisition, et tout le monde, hommes, femmes et enfants, a le droit de réquisitionner ce qu'il veut à l'Intendance.",Intendance
1695,La Ballade de Pern,Première partie,Chapter 4,66,66,66,"— Comme tu m'as dit sur le vaisseau… (Il sourit soudain, d'un sourire plein de charme et de malice.)… une fois qu'on sera arrivés, on pourra aller où on voudra.",Il
1724,La Ballade de Pern,Première partie,Chapter 4,67,67,68,Mon père s'entendait bien avec les nomades à Clonmel.,Clonmel
1752,La Ballade de Pern,Première partie,Chapter 4,67,67,68,Sallah pilotait l'Eujisan avec l'équipe de relève pour le Yoko.,Eujisan
1757,La Ballade de Pern,Première partie,Chapter 4,67,67,68,"Quand Sallah ouvrit le sas sur le pont d'atterrissage du Yoko, elle faillit être renversée par les colons impatients de monter à bord de l'Eujisan pour leur premier séjour dans leur nouvelle patrie.",Eujisan
1771,La Ballade de Pern,Première partie,Chapter 4,67,67,68,"— C'est Ivan le Terrible, dit Sallah.",Terrible
1777,La Ballade de Pern,Première partie,Chapter 4,67,67,68,Qu'est-ce que c'est qu'un Alaskan ?,Alaskan
1779,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"Tu es vraiment d'une ignorance crasse, Boris, même pour un Centaurien de deuxième génération.",Centaurien
1781,La Ballade de Pern,Première partie,Chapter 4,69,69,71,Les Alaskans avaient la réputation de ne rien jeter.,Alaskans
1783,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"C'était peut-être un trait génétique, parce qu'il avait été élevé sur Centauri Un, mais ses parents étaient alaskans, dit Sallah avec un soupir.",Centauri
1783,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"C'était peut-être un trait génétique, parce qu'il avait été élevé sur Centauri Un, mais ses parents étaient alaskans, dit Sallah avec un soupir.",Un
1787,La Ballade de Pern,Première partie,Chapter 4,69,69,71,Les écuries d'Augias nettoyées par Hercule étaient propres en comparaison.,Augias
1787,La Ballade de Pern,Première partie,Chapter 4,69,69,71,Les écuries d'Augias nettoyées par Hercule étaient propres en comparaison.,Hercule
1797,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"Vaillante héroïne de la défense de Cygnus 111, elle abordait sa onzième décennie en pleine santé et faisait le voyage sur le Buenos Aires avec ses arrière-petits-enfants ;",Cygnus
1797,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"Vaillante héroïne de la défense de Cygnus 111, elle abordait sa onzième décennie en pleine santé et faisait le voyage sur le Buenos Aires avec ses arrière-petits-enfants ;",Buenos
1797,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"Vaillante héroïne de la défense de Cygnus 111, elle abordait sa onzième décennie en pleine santé et faisait le voyage sur le Buenos Aires avec ses arrière-petits-enfants ;",Aires
1815,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"Avril Bitra et Bart Lemos étaient à l'unité Survie, Nabhi Nabol au Ravitaillement.",Survie
1815,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"Avril Bitra et Bart Lemos étaient à l'unité Survie, Nabhi Nabol au Ravitaillement.",Ravitaillement
1832,La Ballade de Pern,Première partie,Chapter 4,69,69,71,"Nabol se renseignait sur les pièces détachées déjà déchargées, avec leur rangement exact à l'Intendance.",Intendance
